job_ad_id,job_city,job_industry,job_type,job_fed_contractor,job_equal_opp_employer,job_ownership,job_req_any,job_req_communication,job_req_education,job_req_min_experience,job_req_computer,job_req_organization,job_req_school,received_callback,firstname,race,gender,years_college,college_degree,honors,worked_during_school,years_experience,computer_skills,special_skills,volunteer,military,employment_holes,has_email_address,resume_quality,fed_contractor_missing
523,Boston,business_and_personal_service,clerical,0.0,0,private,1,0,0,0,0,0,none_listed,0,Latonya,black,f,4,1,0,0,9,1,1,1,0,1,1,high,0
523,Boston,business_and_personal_service,clerical,0.0,0,private,1,0,0,0,0,0,none_listed,0,Sarah,white,f,3,0,0,0,4,1,1,0,0,1,0,low,0
523,Boston,business_and_personal_service,clerical,0.0,0,private,1,0,0,0,0,0,none_listed,0,Tanisha,black,f,3,0,0,1,13,1,1,0,0,0,0,low,0
524,Boston,business_and_personal_service,clerical,0.0,0,unknown,0,0,0,0,0,0,none_listed,1,Allison,white,f,4,1,0,1,9,1,0,1,0,1,1,high,1
524,Boston,business_and_personal_service,clerical,0.0,0,unknown,0,0,0,0,0,0,none_listed,0,Ebony,black,f,3,0,0,0,4,1,1,0,0,1,0,low,1
524,Boston,business_and_personal_service,clerical,0.0,0,unknown,0,0,0,0,0,0,none_listed,0,Lakisha,black,f,4,1,0,0,14,1,0,1,0,1,1,high,1
524,Boston,business_and_personal_service,clerical,0.0,0,unknown,0,0,0,0,0,0,none_listed,1,Laurie,white,f,3,0,0,1,7,1,1,0,0,1,0,low,1
525,Boston,other_service,clerical,0.0,0,nonprofit,1,1,0,0,1,0,none_listed,0,Allison,white,f,3,0,0,1,7,1,1,0,0,1,0,low,0
525,Boston,other_service,clerical,0.0,0,nonprofit,1,1,0,0,1,0,none_listed,0,Emily,white,f,4,1,0,0,14,1,0,1,0,1,1,high,0
525,Boston,other_service,clerical,0.0,0,nonprofit,1,1,0,0,1,0,none_listed,0,Tamika,black,f,4,1,0,1,9,1,0,1,0,1,1,high,0
525,Boston,other_service,clerical,0.0,0,nonprofit,1,1,0,0,1,0,none_listed,0,Tanisha,black,f,3,0,0,1,13,1,1,0,0,0,0,low,0
301,Boston,business_and_personal_service,manager,0.0,0,public,0,0,0,0,0,0,none_listed,1,Allison,white,f,4,1,0,0,13,0,0,0,0,1,0,low,0
301,Boston,business_and_personal_service,manager,0.0,0,public,0,0,0,0,0,0,none_listed,0,Brett,white,m,4,1,1,1,23,1,0,1,0,1,1,high,0
301,Boston,business_and_personal_service,manager,0.0,0,public,0,0,0,0,0,0,none_listed,0,Jermaine,black,m,4,1,0,0,10,1,0,0,0,1,0,low,0
301,Boston,business_and_personal_service,manager,0.0,0,public,0,0,0,0,0,0,none_listed,0,Tanisha,black,f,0,0,0,0,18,1,0,1,1,1,1,high,0
526,Chicago,business_and_personal_service,secretary,0.0,1,private,0,0,0,0,0,0,none_listed,0,Aisha,black,f,3,0,0,1,6,1,0,0,0,0,0,low,0
526,Chicago,business_and_personal_service,secretary,0.0,1,private,0,0,0,0,0,0,none_listed,0,Allison,white,f,3,0,0,1,6,1,0,1,0,0,1,high,0
526,Chicago,business_and_personal_service,secretary,0.0,1,private,0,0,0,0,0,0,none_listed,0,Jill,white,f,2,0,0,0,6,1,0,0,0,0,0,low,0
526,Chicago,business_and_personal_service,secretary,0.0,1,private,0,0,0,0,0,0,none_listed,0,Latonya,black,f,3,0,0,1,6,1,0,1,1,0,1,high,0
527,Chicago,other_service,supervisor,0.0,0,unknown,1,0,0,0,1,1,none_listed,0,Carrie,white,f,4,1,1,1,11,1,0,0,0,1,1,high,1
527,Chicago,other_service,supervisor,0.0,0,unknown,1,0,0,0,1,1,none_listed,0,Ebony,black,f,3,0,0,0,12,1,0,1,0,1,1,high,1
527,Chicago,other_service,supervisor,0.0,0,unknown,1,0,0,0,1,1,none_listed,0,Latoya,black,f,4,1,0,0,12,1,0,0,0,1,0,low,1
527,Chicago,other_service,supervisor,0.0,0,unknown,1,0,0,0,1,1,none_listed,0,Laurie,white,f,4,1,0,1,11,1,0,0,0,0,0,low,1
528,Chicago,business_and_personal_service,secretary,0.0,0,public,1,0,0,0,0,0,none_listed,0,Carrie,white,f,3,0,0,0,7,1,1,1,0,1,1,high,0
528,Chicago,business_and_personal_service,secretary,0.0,0,public,1,0,0,0,0,0,none_listed,0,Keisha,black,f,3,0,0,1,7,1,0,0,0,0,1,high,0
528,Chicago,business_and_personal_service,secretary,0.0,0,public,1,0,0,0,0,0,none_listed,0,Latonya,black,f,4,1,0,1,7,1,0,0,0,1,0,low,0
528,Chicago,business_and_personal_service,secretary,0.0,0,public,1,0,0,0,0,0,none_listed,0,Sarah,white,f,4,1,0,0,7,1,0,0,0,1,0,low,0
529,Chicago,other_service,secretary,0.0,0,unknown,1,0,0,0,1,1,none_listed,0,Allison,white,f,3,0,0,0,12,1,1,0,0,1,0,low,1
529,Chicago,other_service,secretary,0.0,0,unknown,1,0,0,0,1,1,none_listed,0,Ebony,black,f,2,0,0,0,13,1,1,0,0,1,0,low,1
529,Chicago,other_service,secretary,0.0,0,unknown,1,0,0,0,1,1,none_listed,0,Kenya,black,f,3,0,0,1,12,1,1,1,1,0,1,high,1
529,Chicago,other_service,secretary,0.0,0,unknown,1,0,0,0,1,1,none_listed,0,Sarah,white,f,3,0,0,1,11,1,1,1,0,1,1,high,1
530,Chicago,finance_insurance_real_estate,secretary,0.0,0,private,1,1,0,0,1,1,none_listed,0,Aisha,black,f,4,1,1,1,5,1,0,0,0,1,1,high,0
530,Chicago,finance_insurance_real_estate,secretary,0.0,0,private,1,1,0,0,1,1,none_listed,0,Jill,white,f,4,1,0,0,5,1,0,0,0,1,0,low,0
530,Chicago,finance_insurance_real_estate,secretary,0.0,0,private,1,1,0,0,1,1,none_listed,0,Kristen,white,f,4,1,0,1,6,1,1,0,0,0,1,high,0
530,Chicago,finance_insurance_real_estate,secretary,0.0,0,private,1,1,0,0,1,1,none_listed,0,Latonya,black,f,4,1,0,1,6,1,0,0,0,1,0,low,0
531,Chicago,finance_insurance_real_estate,secretary,0.0,0,private,1,1,0,0,1,1,none_listed,0,Anne,white,f,2,0,0,1,3,1,0,1,0,1,0,low,0
531,Chicago,finance_insurance_real_estate,secretary,0.0,0,private,1,1,0,0,1,1,none_listed,0,Ebony,black,f,4,1,0,0,2,1,0,0,0,1,0,low,0
531,Chicago,finance_insurance_real_estate,secretary,0.0,0,private,1,1,0,0,1,1,none_listed,0,Kristen,white,f,4,1,0,1,5,1,0,1,0,0,1,high,0
531,Chicago,finance_insurance_real_estate,secretary,0.0,0,private,1,1,0,0,1,1,none_listed,0,Latoya,black,f,3,0,0,1,5,1,0,1,0,0,1,high,0
532,Chicago,other_service,secretary,0.0,0,unknown,0,0,0,0,0,0,none_listed,0,Ebony,black,f,4,1,1,1,7,1,0,0,0,1,1,high,1
532,Chicago,other_service,secretary,0.0,0,unknown,0,0,0,0,0,0,none_listed,0,Jill,white,f,4,1,0,0,6,1,0,0,0,1,0,low,1
532,Chicago,other_service,secretary,0.0,0,unknown,0,0,0,0,0,0,none_listed,0,Sarah,white,f,3,0,0,1,7,1,0,1,1,0,1,high,1
532,Chicago,other_service,secretary,0.0,0,unknown,0,0,0,0,0,0,none_listed,0,Tamika,black,f,4,1,0,1,7,1,1,0,0,1,0,low,1
533,Chicago,business_and_personal_service,supervisor,0.0,0,unknown,1,0,0,0,1,0,none_listed,0,Emily,white,f,4,1,0,0,8,1,0,1,0,1,1,high,1
533,Chicago,business_and_personal_service,supervisor,0.0,0,unknown,1,0,0,0,1,0,none_listed,0,Keisha,black,f,4,1,0,1,6,1,0,0,0,0,0,low,1
533,Chicago,business_and_personal_service,supervisor,0.0,0,unknown,1,0,0,0,1,0,none_listed,0,Kenya,black,f,4,1,0,1,8,1,0,0,0,0,1,high,1
533,Chicago,business_and_personal_service,supervisor,0.0,0,unknown,1,0,0,0,1,0,none_listed,0,Sarah,white,f,4,1,0,0,7,1,0,0,0,1,0,low,1
534,Chicago,finance_insurance_real_estate,secretary,0.0,1,private,1,0,0,0,1,0,none_listed,0,Aisha,black,f,3,0,0,1,9,1,0,0,0,0,0,low,0
534,Chicago,finance_insurance_real_estate,secretary,0.0,1,private,1,0,0,0,1,0,none_listed,0,Ebony,black,f,4,1,0,0,4,1,1,0,1,1,1,high,0
534,Chicago,finance_insurance_real_estate,secretary,0.0,1,private,1,0,0,0,1,0,none_listed,0,Jill,white,f,4,1,1,1,4,1,0,0,0,1,1,high,0
534,Chicago,finance_insurance_real_estate,secretary,0.0,1,private,1,0,0,0,1,0,none_listed,0,Meredith,white,f,4,1,0,0,4,1,0,0,0,1,0,low,0
535,Chicago,other_service,supervisor,0.0,0,unknown,1,1,1,1,0,1,college,0,Anne,white,f,4,1,0,1,6,1,1,1,0,1,1,high,0
535,Chicago,other_service,supervisor,0.0,0,unknown,1,1,1,1,0,1,college,0,Emily,white,f,4,1,0,1,6,0,1,0,0,1,0,low,0
535,Chicago,other_service,supervisor,0.0,0,unknown,1,1,1,1,0,1,college,0,Latoya,black,f,4,1,0,0,5,0,1,0,0,1,0,low,0
535,Chicago,other_service,supervisor,0.0,0,unknown,1,1,1,1,0,1,college,0,Tamika,black,f,4,1,0,0,7,1,1,1,0,0,1,high,0
536,Chicago,wholesale_and_retail_trade,secretary,0.0,1,private,1,0,0,0,1,0,none_listed,0,Allison,white,f,4,1,0,1,4,1,0,0,0,0,0,low,0
536,Chicago,wholesale_and_retail_trade,secretary,0.0,1,private,1,0,0,0,1,0,none_listed,0,Emily,white,f,4,1,0,1,5,1,1,0,0,0,1,high,0
536,Chicago,wholesale_and_retail_trade,secretary,0.0,1,private,1,0,0,0,1,0,none_listed,0,Kenya,black,f,4,1,0,1,4,1,1,1,0,0,1,high,0
536,Chicago,wholesale_and_retail_trade,secretary,0.0,1,private,1,0,0,0,1,0,none_listed,0,Tamika,black,f,4,1,0,0,7,1,0,0,0,0,0,low,0
538,Chicago,wholesale_and_retail_trade,sales_rep,0.0,0,private,1,0,0,0,0,0,none_listed,0,Allison,white,f,4,1,1,0,5,0,1,0,0,1,0,low,0
537,Chicago,other_service,secretary,0.0,1,nonprofit,1,0,0,0,1,0,none_listed,0,Carrie,white,f,4,1,0,1,11,1,0,1,0,0,1,high,0
537,Chicago,other_service,secretary,0.0,1,nonprofit,1,0,0,0,1,0,none_listed,0,Keisha,black,f,4,1,0,1,6,1,0,0,0,0,0,low,0
538,Chicago,wholesale_and_retail_trade,sales_rep,0.0,0,private,1,0,0,0,0,0,none_listed,0,Lakisha,black,f,4,1,0,0,5,0,0,0,0,1,0,low,0
537,Chicago,other_service,secretary,0.0,1,nonprofit,1,0,0,0,1,0,none_listed,0,Laurie,white,f,4,1,0,1,6,1,0,0,0,0,0,low,0
537,Chicago,other_service,secretary,0.0,1,nonprofit,1,0,0,0,1,0,none_listed,0,Tanisha,black,f,4,1,0,1,11,1,0,1,0,0,1,high,0
539,Chicago,business_and_personal_service,secretary,0.0,1,public,1,0,0,0,1,0,none_listed,0,Anne,white,f,4,1,0,1,6,1,0,0,0,0,0,low,0
539,Chicago,business_and_personal_service,secretary,0.0,1,public,1,0,0,0,1,0,none_listed,0,Carrie,white,f,4,1,0,1,11,1,0,1,0,0,1,high,0
539,Chicago,business_and_personal_service,secretary,0.0,1,public,1,0,0,0,1,0,none_listed,0,Keisha,black,f,4,1,0,1,6,1,0,0,0,0,0,low,0
539,Chicago,business_and_personal_service,secretary,0.0,1,public,1,0,0,0,1,0,none_listed,0,Tamika,black,f,4,1,0,1,11,1,0,1,0,0,1,high,0
540,Chicago,other_service,clerical,0.0,1,nonprofit,1,0,0,0,1,0,none_listed,0,Allison,white,f,4,1,0,1,6,1,0,1,0,0,1,high,0
540,Chicago,other_service,clerical,0.0,1,nonprofit,1,0,0,0,1,0,none_listed,0,Latonya,black,f,4,1,0,1,14,1,0,0,0,0,0,low,0
540,Chicago,other_service,clerical,0.0,1,nonprofit,1,0,0,0,1,0,none_listed,0,Laurie,white,f,4,1,0,1,6,1,0,0,0,0,0,low,0
540,Chicago,other_service,clerical,0.0,1,nonprofit,1,0,0,0,1,0,none_listed,0,Tamika,black,f,4,1,0,1,6,1,0,1,0,0,1,high,0
541,Chicago,wholesale_and_retail_trade,secretary,0.0,0,private,1,0,0,0,1,0,none_listed,0,Allison,white,f,4,1,0,0,4,1,0,0,0,1,0,low,0
541,Chicago,wholesale_and_retail_trade,secretary,0.0,0,private,1,0,0,0,1,0,none_listed,0,Keisha,black,f,4,1,0,1,8,1,0,1,0,1,1,high,0
541,Chicago,wholesale_and_retail_trade,secretary,0.0,0,private,1,0,0,0,1,0,none_listed,0,Meredith,white,f,4,1,0,0,3,1,1,1,0,1,1,high,0
541,Chicago,wholesale_and_retail_trade,secretary,0.0,0,private,1,0,0,0,1,0,none_listed,0,Tanisha,black,f,4,1,0,1,3,1,0,0,0,0,0,low,0
542,Chicago,manufacturing,supervisor,0.0,1,private,1,0,0,0,1,0,none_listed,0,Jill,white,f,4,1,0,1,6,1,0,0,0,1,0,low,0
542,Chicago,manufacturing,supervisor,0.0,1,private,1,0,0,0,1,0,none_listed,0,Lakisha,black,f,3,0,0,0,21,1,0,1,0,1,1,high,0
542,Chicago,manufacturing,supervisor,0.0,1,private,1,0,0,0,1,0,none_listed,0,Sarah,white,f,3,0,0,1,3,1,0,1,1,0,1,high,0
542,Chicago,manufacturing,supervisor,0.0,1,private,1,0,0,0,1,0,none_listed,0,Tamika,black,f,4,1,0,0,4,1,0,0,0,1,0,low,0
543,Chicago,business_and_personal_service,clerical,0.0,0,private,1,0,0,0,1,0,none_listed,0,Anne,white,f,3,0,0,1,2,1,0,1,1,0,1,high,0
543,Chicago,business_and_personal_service,clerical,0.0,0,private,1,0,0,0,1,0,none_listed,0,Ebony,black,f,4,1,1,0,19,1,0,0,0,1,0,low,0
543,Chicago,business_and_personal_service,clerical,0.0,0,private,1,0,0,0,1,0,none_listed,0,Sarah,white,f,3,0,0,0,8,1,0,0,0,1,0,low,0
543,Chicago,business_and_personal_service,clerical,0.0,0,private,1,0,0,0,1,0,none_listed,0,Tanisha,black,f,4,1,0,1,5,1,0,1,0,0,1,high,0
544,Chicago,manufacturing,secretary,0.0,1,private,1,0,0,0,1,0,none_listed,0,Carrie,white,f,3,0,0,0,3,1,0,1,0,1,1,high,0
544,Chicago,manufacturing,secretary,0.0,1,private,1,0,0,0,1,0,none_listed,0,Keisha,black,f,3,0,0,1,3,1,0,1,1,0,1,high,0
544,Chicago,manufacturing,secretary,0.0,1,private,1,0,0,0,1,0,none_listed,0,Latonya,black,f,4,1,0,1,4,1,0,0,0,1,0,low,0
544,Chicago,manufacturing,secretary,0.0,1,private,1,0,0,0,1,0,none_listed,0,Sarah,white,f,4,1,0,0,4,1,0,0,0,1,0,low,0
545,Chicago,wholesale_and_retail_trade,supervisor,0.0,1,private,1,0,0,0,0,0,none_listed,0,Carrie,white,f,4,1,0,0,4,1,1,0,0,1,0,low,0
545,Chicago,wholesale_and_retail_trade,supervisor,0.0,1,private,1,0,0,0,0,0,none_listed,0,Latoya,black,f,4,1,0,0,12,1,1,1,0,1,1,high,0
545,Chicago,wholesale_and_retail_trade,supervisor,0.0,1,private,1,0,0,0,0,0,none_listed,0,Meredith,white,f,3,0,0,0,21,1,1,1,0,1,1,high,0
545,Chicago,wholesale_and_retail_trade,supervisor,0.0,1,private,1,0,0,0,0,0,none_listed,0,Tanisha,black,f,4,1,0,1,7,1,0,0,0,0,0,low,0
546,Chicago,business_and_personal_service,supervisor,0.0,0,private,1,0,0,0,1,0,none_listed,0,Allison,white,f,3,0,0,1,16,1,0,0,0,0,1,high,0
546,Chicago,business_and_personal_service,supervisor,0.0,0,private,1,0,0,0,1,0,none_listed,0,Ebony,black,f,3,0,0,1,5,1,0,1,0,0,1,high,0
546,Chicago,business_and_personal_service,supervisor,0.0,0,private,1,0,0,0,1,0,none_listed,0,Lakisha,black,f,3,0,0,1,6,1,0,0,0,0,0,low,0
546,Chicago,business_and_personal_service,supervisor,0.0,0,private,1,0,0,0,1,0,none_listed,0,Laurie,white,f,2,0,0,1,3,1,0,1,0,1,0,low,0
547,Chicago,business_and_personal_service,secretary,0.0,0,private,1,0,0,0,1,0,none_listed,0,Kenya,black,f,4,1,0,1,15,1,0,0,0,0,0,low,0
547,Chicago,business_and_personal_service,secretary,0.0,0,private,1,0,0,0,1,0,none_listed,0,Laurie,white,f,4,1,0,0,3,1,1,0,0,1,0,low,0
548,Chicago,wholesale_and_retail_trade,manager,0.0,0,private,1,0,0,0,1,0,none_listed,0,Jay,white,m,4,1,0,1,6,1,1,0,1,1,1,high,0
548,Chicago,wholesale_and_retail_trade,manager,0.0,0,private,1,0,0,0,1,0,none_listed,0,Keisha,black,f,4,1,0,0,8,1,1,1,0,0,1,high,0
549,Chicago,other_service,supervisor,0.0,0,unknown,1,0,0,0,1,0,none_listed,0,Emily,white,f,2,0,0,0,6,1,0,0,0,0,0,low,1
549,Chicago,other_service,supervisor,0.0,0,unknown,1,0,0,0,1,0,none_listed,0,Kenya,black,f,4,1,0,0,7,1,0,0,0,1,0,low,1
549,Chicago,other_service,supervisor,0.0,0,unknown,1,0,0,0,1,0,none_listed,0,Sarah,white,f,3,0,0,0,5,1,0,1,0,1,1,high,1
549,Chicago,other_service,supervisor,0.0,0,unknown,1,0,0,0,1,0,none_listed,0,Tanisha,black,f,4,1,1,1,5,1,0,0,0,1,1,high,1
48,Boston,other_service,retail_sales,0.0,0,unknown,1,0,0,0,0,0,none_listed,0,Aisha,black,f,4,1,0,1,6,1,0,0,0,0,0,low,1
236,Boston,other_service,retail_sales,0.0,0,unknown,1,0,0,0,0,1,none_listed,0,Allison,white,f,4,1,0,0,7,0,0,0,0,1,0,low,1
134,Boston,wholesale_and_retail_trade,sales_rep,0.0,1,public,1,0,0,0,0,0,none_listed,0,Allison,white,f,4,1,0,1,2,1,0,1,1,0,1,high,0
48,Boston,other_service,retail_sales,0.0,0,unknown,1,0,0,0,0,0,none_listed,0,Anne,white,f,4,1,0,1,2,1,0,1,1,0,1,high,1
109,Boston,other_service,clerical,0.0,0,unknown,1,1,0,0,0,0,none_listed,0,Brad,white,m,4,1,0,1,8,1,0,1,0,0,1,high,1
236,Boston,other_service,retail_sales,0.0,0,unknown,1,0,0,0,0,1,none_listed,0,Brad,white,m,4,1,0,1,2,1,0,1,1,0,1,high,1
195,Boston,wholesale_and_retail_trade,sales_rep,0.0,0,private,1,0,0,0,0,0,none_listed,0,Brett,white,m,4,1,0,1,6,1,1,1,0,0,1,high,0
134,Boston,wholesale_and_retail_trade,sales_rep,0.0,1,public,1,0,0,0,0,0,none_listed,0,Carrie,white,f,4,1,0,1,6,1,0,0,0,0,0,low,0
211,Boston,other_service,sales_rep,0.0,0,unknown,1,0,0,0,0,0,none_listed,0,Carrie,white,f,4,1,0,0,10,1,0,1,0,1,1,high,1
195,Boston,wholesale_and_retail_trade,sales_rep,0.0,0,private,1,0,0,0,0,0,none_listed,0,Emily,white,f,2,0,1,0,8,0,0,0,0,1,0,low,0
195,Boston,wholesale_and_retail_trade,sales_rep,0.0,0,private,1,0,0,0,0,0,none_listed,0,Jamal,black,m,4,1,1,0,10,1,0,0,1,1,1,high,0
109,Boston,other_service,clerical,0.0,0,unknown,1,1,0,0,0,0,none_listed,0,Jay,white,m,4,1,0,1,6,1,0,0,0,0,0,low,1
80,Boston,other_service,clerical,0.0,1,private,1,0,0,0,0,0,none_listed,0,Jay,white,m,4,1,0,1,2,1,0,1,1,0,1,high,0
211,Boston,other_service,sales_rep,0.0,0,unknown,1,0,0,0,0,0,none_listed,0,Jermaine,black,m,4,1,0,1,8,0,0,0,0,0,0,low,1
48,Boston,other_service,retail_sales,0.0,0,unknown,1,0,0,0,0,0,none_listed,0,Jill,white,f,4,1,0,0,7,0,0,0,0,1,0,low,1
80,Boston,other_service,clerical,0.0,1,private,1,0,0,0,0,0,none_listed,0,Kareem,black,m,4,1,0,0,7,0,0,0,0,1,0,low,0
236,Boston,other_service,retail_sales,0.0,0,unknown,1,0,0,0,0,1,none_listed,0,Kareem,black,m,4,1,0,1,6,1,0,0,0,0,0,low,1
134,Boston,wholesale_and_retail_trade,sales_rep,0.0,1,public,1,0,0,0,0,0,none_listed,0,Kareem,black,m,4,1,0,1,8,1,0,1,0,0,1,high,0
80,Boston,other_service,clerical,0.0,1,private,1,0,0,0,0,0,none_listed,0,Keisha,black,f,4,1,0,1,8,1,0,1,0,0,1,high,0
154,Boston,other_service,sales_rep,0.0,0,unknown,1,0,0,0,0,0,none_listed,0,Latonya,black,f,4,1,0,0,7,0,0,0,0,1,0,low,1
236,Boston,other_service,retail_sales,0.0,0,unknown,1,0,0,0,0,1,none_listed,0,Latonya,black,f,4,1,0,1,8,1,0,1,0,0,1,high,1
109,Boston,other_service,clerical,0.0,0,unknown,1,1,0,0,0,0,none_listed,0,Latoya,black,f,4,1,0,1,2,1,0,1,1,0,1,high,1
154,Boston,other_service,sales_rep,0.0,0,unknown,1,0,0,0,0,0,none_listed,0,Laurie,white,f,4,1,0,1,6,1,0,0,0,0,0,low,1
211,Boston,other_service,sales_rep,0.0,0,unknown,1,0,0,0,0,0,none_listed,0,Leroy,black,m,4,1,0,0,8,0,0,1,0,0,1,high,1
154,Boston,other_service,sales_rep,0.0,0,unknown,1,0,0,0,0,0,none_listed,0,Neil,white,m,4,1,0,1,8,1,0,1,0,0,1,high,1
134,Boston,wholesale_and_retail_trade,sales_rep,0.0,1,public,1,0,0,0,0,0,none_listed,0,Rasheed,black,m,4,1,0,0,7,0,0,0,0,1,0,low,0
80,Boston,other_service,clerical,0.0,1,private,1,0,0,0,0,0,none_listed,0,Sarah,white,f,4,1,0,1,6,1,0,0,0,0,0,low,0
211,Boston,other_service,sales_rep,0.0,0,unknown,1,0,0,0,0,0,none_listed,0,Sarah,white,f,4,1,0,1,8,1,0,0,0,0,0,low,1
195,Boston,wholesale_and_retail_trade,sales_rep,0.0,0,private,1,0,0,0,0,0,none_listed,0,Tanisha,black,f,1,0,0,0,10,0,0,0,0,1,0,low,0
154,Boston,other_service,sales_rep,0.0,0,unknown,1,0,0,0,0,0,none_listed,0,Tanisha,black,f,4,1,0,1,2,1,0,1,1,0,1,high,1
48,Boston,other_service,retail_sales,0.0,0,unknown,1,0,0,0,0,0,none_listed,0,Tremayne,black,m,4,1,0,1,8,1,0,1,0,0,1,high,1
109,Boston,other_service,clerical,0.0,0,unknown,1,1,0,0,0,0,none_listed,0,Tyrone,black,m,4,1,0,0,7,0,0,0,0,1,0,low,1
550,Boston,other_service,secretary,0.0,0,unknown,1,0,0,0,0,0,none_listed,0,Kristen,white,f,4,1,0,0,9,1,0,1,0,1,1,high,1
550,Boston,other_service,secretary,0.0,0,unknown,1,0,0,0,0,0,none_listed,0,Latonya,black,f,4,1,0,1,14,1,0,1,0,1,1,high,1
550,Boston,other_service,secretary,0.0,0,unknown,1,0,0,0,0,0,none_listed,0,Sarah,white,f,3,0,0,1,7,1,1,0,0,1,0,low,1
550,Boston,other_service,secretary,0.0,0,unknown,1,0,0,0,0,0,none_listed,0,Tanisha,black,f,3,0,0,0,13,1,1,0,0,1,1,low,1
551,Boston,other_service,supervisor,0.0,1,nonprofit,1,0,1,1,1,0,college,0,Ebony,black,f,3,0,1,0,26,1,1,1,0,1,1,high,0
551,Boston,other_service,supervisor,0.0,1,nonprofit,1,0,1,1,1,0,college,0,Emily,white,f,4,1,1,0,8,1,1,1,0,1,1,high,0
551,Boston,other_service,supervisor,0.0,1,nonprofit,1,0,1,1,1,0,college,0,Lakisha,black,f,3,0,0,0,13,1,1,0,0,1,1,low,0
551,Boston,other_service,supervisor,0.0,1,nonprofit,1,0,1,1,1,0,college,0,Sarah,white,f,4,1,0,0,11,1,1,0,0,1,0,low,0
552,Boston,business_and_personal_service,clerical,0.0,0,private,1,0,0,0,0,0,none_listed,1,Anne,white,f,3,0,0,0,2,0,1,0,0,1,0,low,0
552,Boston,business_and_personal_service,clerical,0.0,0,private,1,0,0,0,0,0,none_listed,1,Latoya,black,f,3,0,0,0,13,1,1,0,0,1,1,low,0
552,Boston,business_and_personal_service,clerical,0.0,0,private,1,0,0,0,0,0,none_listed,0,Meredith,white,f,3,0,0,1,4,1,1,1,0,1,1,high,0
552,Boston,business_and_personal_service,clerical,0.0,0,private,1,0,0,0,0,0,none_listed,0,Tanisha,black,f,2,0,0,0,19,0,0,1,0,0,1,high,0
302,Boston,manufacturing,manager,0.0,0,private,1,0,0,0,1,0,none_listed,0,Anne,white,f,4,1,0,0,10,1,0,1,0,0,0,high,0
302,Boston,manufacturing,manager,0.0,0,private,1,0,0,0,1,0,none_listed,0,Hakim,black,m,4,1,1,0,10,1,0,1,1,0,1,high,0
302,Boston,manufacturing,manager,0.0,0,private,1,0,0,0,1,0,none_listed,0,Jay,white,m,4,1,0,0,18,0,0,0,0,0,0,low,0
302,Boston,manufacturing,manager,0.0,0,private,1,0,0,0,1,0,none_listed,0,Latoya,black,f,4,1,0,0,26,0,0,0,0,0,0,low,0
553,Chicago,finance_insurance_real_estate,secretary,0.0,1,public,1,0,0,0,1,0,none_listed,0,Aisha,black,f,4,1,0,0,4,1,0,0,0,1,0,low,0
553,Chicago,finance_insurance_real_estate,secretary,0.0,1,public,1,0,0,0,1,0,none_listed,0,Emily,white,f,4,1,0,1,4,1,0,0,0,0,0,low,0
553,Chicago,finance_insurance_real_estate,secretary,0.0,1,public,1,0,0,0,1,0,none_listed,0,Jill,white,f,3,0,0,1,4,1,0,1,1,0,1,high,0
553,Chicago,finance_insurance_real_estate,secretary,0.0,1,public,1,0,0,0,1,0,none_listed,0,Keisha,black,f,3,0,0,1,4,1,1,1,0,1,1,high,0
554,Chicago,other_service,secretary,0.0,0,unknown,1,1,0,0,0,0,none_listed,0,Laurie,white,f,4,1,0,0,4,1,1,0,0,1,0,low,1
554,Chicago,other_service,secretary,0.0,0,unknown,1,1,0,0,0,0,none_listed,0,Tamika,black,f,4,1,0,1,4,1,0,0,0,0,0,low,1
555,Chicago,other_service,sales_rep,0.0,1,private,1,0,0,0,0,0,none_listed,0,Carrie,white,f,4,1,0,0,4,1,0,0,0,1,0,low,0
555,Chicago,other_service,sales_rep,0.0,1,private,1,0,0,0,0,0,none_listed,0,Lakisha,black,f,3,0,0,0,21,1,1,1,0,1,1,high,0
555,Chicago,other_service,sales_rep,0.0,1,private,1,0,0,0,0,0,none_listed,0,Latoya,black,f,4,1,0,1,4,1,0,0,0,1,0,low,0
555,Chicago,other_service,sales_rep,0.0,1,private,1,0,0,0,0,0,none_listed,0,Laurie,white,f,3,0,0,1,16,1,0,0,0,0,1,high,0
556,Chicago,business_and_personal_service,secretary,0.0,0,private,1,0,0,0,1,0,none_listed,0,Allison,white,f,3,0,0,0,4,1,0,0,0,1,0,low,0
556,Chicago,business_and_personal_service,secretary,0.0,0,private,1,0,0,0,1,0,none_listed,0,Kristen,white,f,4,1,0,1,4,1,0,0,0,0,1,high,0
556,Chicago,business_and_personal_service,secretary,0.0,0,private,1,0,0,0,1,0,none_listed,0,Lakisha,black,f,4,1,0,1,4,1,0,0,0,0,0,low,0
556,Chicago,business_and_personal_service,secretary,0.0,0,private,1,0,0,0,1,0,none_listed,0,Latonya,black,f,3,0,0,1,4,1,0,1,0,1,1,high,0
557,Chicago,business_and_personal_service,sales_rep,0.0,0,unknown,1,0,0,0,0,0,none_listed,1,Allison,white,f,4,1,1,1,5,1,0,0,0,1,1,high,1
557,Chicago,business_and_personal_service,sales_rep,0.0,0,unknown,1,0,0,0,0,0,none_listed,0,Keisha,black,f,3,0,0,1,3,1,0,1,1,0,1,high,1
